Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue
SRR3371290,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371291,Illumina_HiSeq_2000,SINGLE,2016,96,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371292,Illumina_HiSeq_2000,SINGLE,2016,96,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371293,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371294,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371295,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371298,Illumina_HiSeq_2000,SINGLE,2016,98,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371300,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371301,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371302,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371306,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371307,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371308,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371310,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371311,Illumina_HiSeq_2000,SINGLE,2016,100,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371312,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371316,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371317,Illumina_HiSeq_2000,SINGLE,2016,100,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371318,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371323,Illumina_HiSeq_2000,SINGLE,2016,100,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371324,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Drought_stress,leaf
SRR3371325,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371326,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371327,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371335,Illumina_HiSeq_2000,SINGLE,2016,95,PRJNA315516,7,Col-0,Control,leaf
SRR3371336,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371337,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371338,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371339,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371340,Illumina_HiSeq_2000,SINGLE,2016,100,PRJNA315516,7,Col-0,Control,leaf
SRR3371342,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371352,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371353,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371354,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371355,Illumina_HiSeq_2000,SINGLE,2016,93,PRJNA315516,7,Col-0,Control,leaf
SRR3371356,Illumina_HiSeq_2000,SINGLE,2016,95,PRJNA315516,7,Col-0,Control,leaf
SRR545953,Illumina_Genome_Analyzer_II,SINGLE,2012,36,,#N/A,not_Col-0,,
SRR3657709,NextSeq_500,PAIRED,2016,254,PRJNA325158,8,Col-0,,root
SRR3657710,NextSeq_500,PAIRED,2016,254,PRJNA325158,8,Col-0,,inflorescence
SRR1618838,Illumina_HiSeq_2000,SINGLE,2015,100,PRJNA264526,9,Col-0,,whole_plant
SRR1618839,Illumina_HiSeq_2000,SINGLE,2015,23,PRJNA264526,9,Col-0,,whole_plant
SRR1618840,Illumina_HiSeq_2000,SINGLE,2015,100,PRJNA264526,9,Col-0,,whole_plant
SRR1618841,Illumina_HiSeq_2000,SINGLE,2015,19,PRJNA264526,9,Col-0,,whole_plant
SRR1618842,Illumina_HiSeq_2000,SINGLE,2015,20,PRJNA264526,9,Col-0,,whole_plant
SRR1618843,Illumina_HiSeq_2000,SINGLE,2015,100,PRJNA264526,9,Col-0,,whole_plant
SRR1618844,Illumina_HiSeq_2000,SINGLE,2015,20,PRJNA264526,9,Col-0,,whole_plant
SRR1618845,Illumina_HiSeq_2000,SINGLE,2015,100,PRJNA264526,9,Col-0,,whole_plant
SRR1618846,Illumina_HiSeq_2000,SINGLE,2015,20,PRJNA264526,9,Col-0,,whole_plant
SRR1618847,Illumina_HiSeq_2000,SINGLE,2015,20,PRJNA264526,9,Col-0,,whole_plant
SRR2049174,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049175,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049176,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049177,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049178,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049179,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049180,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR2049181,Illumina_HiSeq_2000,SINGLE,2016,43,PRJNA285758,10,Col-0,,whole_plant
SRR1848791,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Control,leaf
SRR1848792,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Control,leaf
SRR1848793,Illumina_HiSeq_2000,SINGLE,2016,21,PRJNA277424,11,Col-0,Control,leaf
SRR1848794,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Drought_stress,leaf
SRR1848795,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Drought_stress,leaf
SRR1848796,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Drought_stress,leaf
SRR1848797,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Control,leaf
SRR1848798,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Control,leaf
SRR1848799,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Control,leaf
SRR1848800,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Drought_stress,leaf
SRR1848801,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Drought_stress,leaf
SRR1848802,Illumina_HiSeq_2000,SINGLE,2016,22,PRJNA277424,11,Col-0,Drought_stress,leaf
SRR3536605,Illumina_HiSeq_2500,PAIRED,2020,300,PRJNA320996,12,Col-0,Drought_stress,whole_plant
SRR3536607,Illumina_HiSeq_2500,PAIRED,2020,300,PRJNA320996,12,Col-0,Drought_stress,whole_plant
SRR3536609,Illumina_HiSeq_2500,PAIRED,2020,300,PRJNA320996,12,Col-0,Control,whole_plant
SRR11672595,Illumina_HiSeq_2000,PAIRED,2021,200,PRJNA629080,13,Col-0,,seedling
SRR7779219,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Drought_stress,root
SRR7779220,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Drought_stress,root
SRR7779221,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Drought_stress,root
SRR7779222,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Drought_stress,root
SRR7779223,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Drought_stress,root
SRR7779224,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Drought_stress,root
SRR7779225,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Control,root
SRR7779226,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Control,root
SRR7779227,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Control,root
SRR7779228,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Control,root
SRR7779229,Illumina_HiSeq_2000,SINGLE,2018,50,PRJNA489081,14,Col-0,Control,root
SRR7637041,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637042,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637043,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637044,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637045,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637046,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637047,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637048,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637049,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637050,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637051,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637052,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637053,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637054,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637055,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637056,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637057,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637058,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637059,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637060,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637061,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637062,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637063,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637064,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637065,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637066,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637067,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7637068,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,silique
SRR7645256,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645257,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645258,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645259,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645260,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645261,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645262,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645263,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645264,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645265,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645266,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645267,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645268,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645269,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645270,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645271,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645272,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645273,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645274,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645275,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645276,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645277,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645278,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645279,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645280,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645281,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645282,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR7645283,HiSeq_X_Ten,PAIRED,2019,300,PRJNA484081,15,Col-0,Drought_stress,leaf
SRR10540998,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Drought_stress,leaf
SRR10541000,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Drought_stress,leaf
SRR10541001,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Drought_stress,leaf
SRR10541002,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Control,leaf
SRR10541006,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Drought_stress,leaf
SRR10541008,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Control,leaf
SRR10540999,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Drought_stress,leaf
SRR10541003,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Control,leaf
SRR10541004,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Control,leaf
SRR10541005,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Control,leaf
SRR10541007,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Drought_stress,leaf
SRR10541009,NextSeq_500,SINGLE,2021,75,PRJNA592062,16,Col-0,Control,leaf
SRR8794155,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,Control,whole_plant
SRR8794157,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,Control,whole_plant
SRR8794160,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR8794163,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR7851402,Illumina_HiSeq_2000,PAIRED,2019,300,PRJNA490074,18,Col-0,,leaf
SRR7851403,Illumina_HiSeq_2000,PAIRED,2019,300,PRJNA490074,18,Col-0,,leaf
SRR7851406,Illumina_HiSeq_2000,PAIRED,2019,300,PRJNA490074,18,Col-0,,leaf
SRR7851412,Illumina_HiSeq_2000,PAIRED,2019,300,PRJNA490074,18,Col-0,,leaf
SRR7851413,Illumina_HiSeq_2000,PAIRED,2019,300,PRJNA490074,18,Col-0,,leaf
SRR7851416,Illumina_HiSeq_2000,PAIRED,2019,300,PRJNA490074,18,Col-0,,leaf
SRR11972810,NextSeq_500,PAIRED,2021,152,PRJNA638530,19,not_Col-0,Control,leaf
SRR11972811,NextSeq_500,PAIRED,2021,152,PRJNA638530,19,not_Col-0,Drought_stress,leaf
SRR11972812,NextSeq_500,PAIRED,2021,152,PRJNA638530,19,not_Col-0,Drought_stress,leaf
SRR11972813,NextSeq_500,PAIRED,2021,152,PRJNA638530,19,not_Col-0,Drought_stress,leaf
SRR7624694,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624695,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624696,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624697,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624698,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624699,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624700,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624701,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624706,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624707,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
SRR7624710,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624711,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624714,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624715,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624716,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624717,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624718,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624719,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624720,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624723,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Control,leaf
SRR7624735,Illumina_HiSeq_2500,PAIRED,2019,200,PRJNA483528,20,not_Col-0,Drought_stress,leaf
DRR149035,NextSeq_500,SINGLE,2019,73,PRJDB7363,21,Col-0,Control,
DRR149036,NextSeq_500,SINGLE,2019,73,PRJDB7363,21,Col-0,Control,
DRR149037,NextSeq_500,SINGLE,2019,86,PRJDB7363,21,Col-0,Drought_stress,
DRR149038,NextSeq_500,SINGLE,2019,86,PRJDB7363,21,Col-0,Drought_stress,
DRR149039,NextSeq_500,SINGLE,2019,85,PRJDB7363,21,Col-0,,
DRR149040,NextSeq_500,SINGLE,2019,85,PRJDB7363,21,Col-0,,
SRR9936811,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Control,seedling
SRR9936812,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Control,seedling
SRR9936813,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Control,seedling
SRR9936814,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Control,seedling
SRR9936815,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Control,seedling
SRR9936816,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Control,seedling
SRR9936817,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Drought_stress,seedling
SRR9936818,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Drought_stress,seedling
SRR9936819,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Drought_stress,seedling
SRR9936820,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Drought_stress,seedling
SRR9936821,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Drought_stress,seedling
SRR9936822,Illumina_HiSeq_2500,PAIRED,2021,300,PRJNA559405,22,not_Col-0,Drought_stress,seedling
SRR7056260,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056261,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056262,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056263,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056264,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056265,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056266,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056267,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056268,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056269,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056270,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR7056271,Illumina_HiSeq_2000,SINGLE,2020,49,PRJNA451423,23,not_Col-0,,seedling
SRR8368635,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Control,leaf
SRR8368636,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Control,leaf
SRR8368637,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368638,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368639,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368640,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368641,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368642,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368643,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368644,Illumina_HiSeq_3000,PAIRED,2018,300,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368645,Illumina_HiSeq_3000,PAIRED,2018,293,PRJNA511671,24,Col-0,Control,leaf
SRR8368646,Illumina_HiSeq_3000,PAIRED,2018,295,PRJNA511671,24,Col-0,Control,leaf
SRR8368647,Illumina_HiSeq_3000,PAIRED,2018,289,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368648,Illumina_HiSeq_3000,PAIRED,2018,294,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368649,Illumina_HiSeq_3000,PAIRED,2018,294,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368650,Illumina_HiSeq_3000,PAIRED,2018,294,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368651,Illumina_HiSeq_3000,PAIRED,2018,294,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368652,Illumina_HiSeq_3000,PAIRED,2018,293,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368653,Illumina_HiSeq_3000,PAIRED,2018,294,PRJNA511671,24,Col-0,Drought_stress,leaf
SRR8368654,Illumina_HiSeq_3000,PAIRED,2018,294,PRJNA511671,24,Col-0,Drought_stress,leaf
DRR118343,NextSeq_500,SINGLE,2019,85,PRJDB6535,25,not_Col-0,,leaf
DRR118344,NextSeq_500,SINGLE,2019,85,PRJDB6535,25,not_Col-0,,leaf
DRR118345,NextSeq_500,SINGLE,2019,85,PRJDB6535,25,not_Col-0,,leaf
DRR118346,NextSeq_500,SINGLE,2019,85,PRJDB6535,25,not_Col-0,,leaf
SRR9844291,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844293,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844295,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844297,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844299,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844301,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844292,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844294,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844296,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844298,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844300,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
SRR9844302,Illumina_HiSeq_2000,PAIRED,2020,300,PRJNA556865,26,not_Col-0,,leaf
