Run,Instrument,LibraryLayout,ReleaseDate,AvgSpotLen,BioProject,BioProject_num,Ecotype,Treatment,Tissue
ERR2688144,Illumina_HiSeq_2500,SINGLE,2018,90,PRJEB27682,27,Col-0,Drought_stress,
ERR2688145,Illumina_HiSeq_2500,SINGLE,2018,90,PRJEB27682,27,Col-0,Drought_stress,
ERR2688146,Illumina_HiSeq_2500,SINGLE,2018,91,PRJEB27682,27,Col-0,Drought_stress,
ERR2688147,Illumina_HiSeq_2500,SINGLE,2018,90,PRJEB27682,27,Col-0,Control,
ERR2688148,Illumina_HiSeq_2500,SINGLE,2018,90,PRJEB27682,27,Col-0,Control,
ERR2688149,Illumina_HiSeq_2500,SINGLE,2018,90,PRJEB27682,27,Col-0,Control,
SRR3993528,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993529,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993530,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993531,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993532,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993533,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993534,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993535,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993540,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993549,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993550,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993551,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR3993552,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993553,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993554,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Control,leaf
SRR3993555,Illumina_HiSeq_2000,SINGLE,2019,49,PRJNA336152,28,Col-0,Drought_stress,leaf
SRR764869,Illumina_Genome_Analyzer_II,SINGLE,2015,36,PRJNA190673,29,not_Col-0,Drought_stress,inflorescence
SRR12380977,Illumina_HiSeq_1500,PAIRED,2021,300,PRJNA651514,30,not_Col-0,Drought_stress,leaf
SRR12380978,Illumina_HiSeq_1500,PAIRED,2021,300,PRJNA651514,30,not_Col-0,Drought_stress,leaf
SRR12380979,Illumina_HiSeq_1500,PAIRED,2021,300,PRJNA651514,30,Col-0,Drought_stress,leaf
SRR12380980,Illumina_HiSeq_1500,PAIRED,2021,300,PRJNA651514,30,Col-0,Drought_stress,leaf
SRR12380981,Illumina_HiSeq_1500,PAIRED,2021,297,PRJNA651514,30,not_Col-0,Control,leaf
SRR12380982,Illumina_HiSeq_1500,PAIRED,2021,299,PRJNA651514,30,not_Col-0,Control,leaf
SRR12380983,Illumina_HiSeq_1500,PAIRED,2021,297,PRJNA651514,30,Col-0,Control,leaf
SRR12380984,Illumina_HiSeq_1500,PAIRED,2021,299,PRJNA651514,30,Col-0,Control,leaf
SRR12687363,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687364,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687365,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687366,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687367,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687368,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687369,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687370,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687371,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687372,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687373,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687374,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687375,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687376,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687377,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687378,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Drought_stress,leaf
SRR12687379,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR12687380,HiSeq_X_Ten,PAIRED,2021,300,PRJNA664437,31,Col-0,Control,leaf
SRR10918543,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581243,32,not_Col-0,,
SRR10918544,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581244,33,not_Col-0,,
SRR10918545,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581246,34,not_Col-0,,
SRR10918546,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581245,35,not_Col-0,,
SRR10918547,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581247,36,not_Col-0,,
SRR10918548,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581248,37,not_Col-0,,
SRR10918549,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581250,38,not_Col-0,,
SRR10918550,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581249,39,not_Col-0,,
SRR10918551,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581251,40,not_Col-0,,
SRR10918552,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581253,41,not_Col-0,,
SRR10918553,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581252,42,not_Col-0,,
SRR10918554,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581254,43,not_Col-0,,
SRR10918578,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581236,44,Col-0,,
SRR10918579,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581235,45,Col-0,,
SRR10918580,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581234,46,Col-0,,
SRR10918581,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581233,47,Col-0,,
SRR10918582,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581232,48,Col-0,,
SRR10918583,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581239,49,Col-0,,
SRR10918584,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581238,50,Col-0,,
SRR10918585,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581237,51,Col-0,,
SRR10918586,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581242,52,Col-0,,
SRR10918587,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581241,53,Col-0,,
SRR10918588,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581231,54,Col-0,,
SRR10918589,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581240,55,Col-0,,
SRR10919004,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581256,56,not_Col-0,,
SRR10919005,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581322,57,not_Col-0,,
SRR10919006,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581255,58,not_Col-0,,
SRR10919007,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581323,59,not_Col-0,,
SRR10919008,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581324,60,not_Col-0,,
SRR10919009,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581325,61,not_Col-0,,
SRR10919010,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581326,62,not_Col-0,,
SRR10919011,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581328,63,not_Col-0,,
SRR10919012,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581327,64,not_Col-0,,
SRR10919013,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581331,65,not_Col-0,,
SRR10919014,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581329,66,not_Col-0,,
SRR10919015,Illumina_NovaSeq_6000,PAIRED,2020,302,PRJNA581330,67,not_Col-0,,
ERR5732369,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Drought_stress,
ERR5732370,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Control,
ERR5732371,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Drought_stress,
ERR5732372,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Control,
ERR5732373,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Drought_stress,
ERR5732374,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Control,
ERR5732375,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Drought_stress,
ERR5732376,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Control,
ERR5732377,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Drought_stress,
ERR5732378,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Control,
ERR5732379,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Drought_stress,
ERR5732380,NextSeq_500,SINGLE,2021,75,PRJEB44402,68,not_Col-0,Control,
SRR15931250,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,leaf
SRR15931251,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,root
SRR15931252,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,leaf
SRR15931253,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,root
SRR15931254,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,leaf
SRR15931255,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,root
SRR15931256,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,leaf
SRR15931257,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,root
SRR15931258,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,root
SRR15931259,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,leaf
SRR15931260,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Drought_stress,root
SRR15931261,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,leaf
SRR15931262,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,root
SRR15931263,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,leaf
SRR15931264,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,root
SRR15931265,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,leaf
SRR15931266,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,root
SRR15931267,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,leaf
SRR15931268,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,root
SRR15931269,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,leaf
SRR15931270,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,root
SRR15931271,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,leaf
SRR15931272,Illumina_HiSeq_4000,PAIRED,2022,302,PRJNA764209,69,Col-0,Control,root
SRR13134684,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134685,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134686,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134687,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134688,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134689,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134690,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134691,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134692,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134693,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134694,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134695,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134696,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134697,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134698,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134699,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134700,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134701,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134702,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134703,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Drought_stress,whole_plant
SRR13134704,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR13134705,Illumina_NovaSeq_6000,PAIRED,2021,300,PRJNA680761,70,not_Col-0,Control,whole_plant
SRR5875104,Illumina_HiSeq_2000,PAIRED,2018,202,PRJNA395944,71,Col-0,Drought_stress,seedling
SRR5875105,Illumina_HiSeq_2000,PAIRED,2018,202,PRJNA395944,71,Col-0,,seedling
SRR5875659,Illumina_HiSeq_2000,PAIRED,2018,202,PRJNA395944,71,Col-0,,seedling
SRR5875675,Illumina_HiSeq_2000,PAIRED,2018,202,PRJNA395944,71,Col-0,,seedling
SRR6427370,BGISEQ-500,SINGLE,2018,50,PRJNA427817,72,not_Col-0,,whole_plant
SRR6427371,BGISEQ-500,SINGLE,2018,50,PRJNA427817,72,not_Col-0,,whole_plant
SRR6427374,BGISEQ-500,SINGLE,2018,50,PRJNA427817,72,not_Col-0,,whole_plant
SRR6427375,BGISEQ-500,SINGLE,2018,50,PRJNA427817,72,not_Col-0,,whole_plant
SRR2989685,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989686,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989687,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989688,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989689,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989690,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989691,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989692,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989693,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989694,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989695,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989696,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989697,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989698,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989699,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989700,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989701,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989702,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989703,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989704,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989705,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989706,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989707,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989708,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989709,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989710,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989711,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989712,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989713,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989714,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989715,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989716,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Drought_stress,seedling
SRR2989717,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989718,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989719,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR2989720,Illumina_Genome_Analyzer_IIx,SINGLE,2016,73,PRJNA305733,73,not_Col-0,Control,seedling
SRR1265095,Illumina_HiSeq_2000,SINGLE,2015,49,PRJNA245508,74,not_Col-0,,seedling
SRR921313,Illumina_Genome_Analyzer_II,SINGLE,2015,75,PRJNA209324,75,Col-0,Drought_stress,leaf
SRR921314,Illumina_Genome_Analyzer_II,SINGLE,2015,75,PRJNA209324,75,Col-0,Drought_stress,leaf
SRR921315,Illumina_Genome_Analyzer_II,SINGLE,2015,75,PRJNA209324,75,Col-0,Drought_stress,leaf
SRR921316,Illumina_Genome_Analyzer_II,SINGLE,2015,75,PRJNA209324,75,Col-0,Drought_stress,leaf
SRR2391660,Illumina_HiSeq_2000,SINGLE,2016,51,PRJNA295538,76,Col-0,Drought_stress,whole_plant
SRR2391661,Illumina_HiSeq_2000,SINGLE,2016,51,PRJNA295538,76,Col-0,Drought_stress,whole_plant
SRR2391664,Illumina_HiSeq_2000,SINGLE,2016,51,PRJNA295538,76,Col-0,Drought_stress,whole_plant
SRR2391665,Illumina_HiSeq_2000,SINGLE,2016,51,PRJNA295538,76,Col-0,Drought_stress,whole_plant
SRR6008656,Illumina_HiSeq_2000,PAIRED,2018,101,PRJNA395944,71,Col-0,,seedling
SRR6008841,Illumina_HiSeq_2000,PAIRED,2018,101,PRJNA395944,71,Col-0,,seedling
SRR6008905,Illumina_HiSeq_2000,PAIRED,2018,101,PRJNA395944,71,Col-0,,seedling
SRR6008907,Illumina_HiSeq_2000,PAIRED,2018,101,PRJNA395944,71,Col-0,,seedling
SRR6080011,Illumina_HiSeq_2000,SINGLE,2017,50,PRJNA408323,77,not_Col-0,Drought_stress,leaf
SRR6080012,Illumina_HiSeq_2000,SINGLE,2017,50,PRJNA408323,77,not_Col-0,Drought_stress,leaf
SRR6080013,Illumina_HiSeq_2000,SINGLE,2017,50,PRJNA408323,77,not_Col-0,Drought_stress,leaf
SRR6080014,Illumina_HiSeq_2000,SINGLE,2017,50,PRJNA408323,77,not_Col-0,Drought_stress,leaf
SRR11672596,Illumina_HiSeq_2000,PAIRED,2021,200,PRJNA629080,13,not_Col-0,,seedling
SRR8794156,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR8794158,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR8794159,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR8794161,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR8794162,Illumina_HiSeq_2500,SINGLE,2019,50,PRJNA529456,17,not_Col-0,,whole_plant
SRR11144448,Illumina_HiSeq_2000,SINGLE,2020,51,PRJNA608029,78,not_Col-0,,
SRR4015212,NextSeq_500,PAIRED,2016,253,PRJNA325158,8,Col-0,,inflorescence
SRR4015213,NextSeq_500,PAIRED,2016,255,PRJNA325158,8,Col-0,,inflorescence
SRR4015214,NextSeq_500,PAIRED,2016,250,PRJNA325158,8,Col-0,,leaf
SRR4015215,NextSeq_500,PAIRED,2016,255,PRJNA325158,8,Col-0,,inflorescence
SRR4015216,NextSeq_500,PAIRED,2016,252,PRJNA325158,8,Col-0,,leaf
SRR4015217,NextSeq_500,PAIRED,2016,250,PRJNA325158,8,Col-0,,leaf
SRR4015218,NextSeq_500,PAIRED,2016,248,PRJNA325158,8,Col-0,,root
SRR4015219,NextSeq_500,PAIRED,2016,245,PRJNA325158,8,Col-0,,leaf
SRR4015220,NextSeq_500,PAIRED,2016,256,PRJNA325158,8,Col-0,,root
SRR4015221,NextSeq_500,PAIRED,2016,255,PRJNA325158,8,Col-0,,inflorescence
SRR4015222,NextSeq_500,PAIRED,2016,247,PRJNA325158,8,Col-0,,leaf
SRR4015224,NextSeq_500,PAIRED,2016,252,PRJNA325158,8,Col-0,,leaf
SRR4015225,NextSeq_500,PAIRED,2016,254,PRJNA325158,8,Col-0,,root
SRR4015226,NextSeq_500,PAIRED,2016,250,PRJNA325158,8,Col-0,,root
SRR4015227,NextSeq_500,PAIRED,2016,250,PRJNA325158,8,Col-0,,inflorescence
SRR4015228,NextSeq_500,PAIRED,2016,256,PRJNA325158,8,Col-0,,leaf
SRR4015229,NextSeq_500,PAIRED,2016,253,PRJNA325158,8,Col-0,,root
SRR4015231,NextSeq_500,PAIRED,2016,253,PRJNA325158,8,Col-0,,root
SRR4015232,NextSeq_500,PAIRED,2016,255,PRJNA325158,8,Col-0,,inflorescence
SRR4015233,NextSeq_500,PAIRED,2016,256,PRJNA325158,8,Col-0,,inflorescence
SRR4015234,NextSeq_500,PAIRED,2016,247,PRJNA325158,8,Col-0,,inflorescence
SRR4015235,NextSeq_500,PAIRED,2016,256,PRJNA325158,8,Col-0,,leaf
SRR4015236,NextSeq_500,PAIRED,2016,245,PRJNA325158,8,Col-0,,leaf
SRR4015237,NextSeq_500,PAIRED,2016,245,PRJNA325158,8,Col-0,,root
SRR4015238,NextSeq_500,PAIRED,2016,251,PRJNA325158,8,Col-0,,root
ERR1025325,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025326,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025327,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025328,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025329,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025330,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025331,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025332,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025333,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025334,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025335,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025336,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025337,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025338,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025339,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Drought_stress,leaf
ERR1025340,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025341,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
ERR1025342,Illumina_HiSeq_2000,SINGLE,2017,51,PRJEB10930,79,Col-0,Control,leaf
