Species	SRA	Percent
Arabidopsis	SRR7624720	65.89
Arabidopsis	SRR7645267	65.87
Arabidopsis	SRR7637066	65.84
Arabidopsis	SRR7645281	65.76
Arabidopsis	ERR1588914	65.73
Arabidopsis	SRR7816604	65.72
Arabidopsis	SRR7637065	65.68
Arabidopsis	SRR7645268	65.67
Arabidopsis	SRR12687365	65.62
Arabidopsis	SRR7645256	65.59
Arabidopsis	SRR10918545	65.59
Arabidopsis	SRR9936822	65.57
Arabidopsis	SRR7816605	65.44
Arabidopsis	SRR8368653	65.31
Arabidopsis	ERR1588848	65.25
Arabidopsis	SRR10919015	65.22
Arabidopsis	SRR7645280	65.22
Arabidopsis	SRR10918584	65.22
Arabidopsis	ERR1588954	65.19
Arabidopsis	ERR1588849	65.14
Arabidopsis	SRR7645273	65.12
Arabidopsis	SRR10919013	64.95
Arabidopsis	SRR20440079	64.95
Arabidopsis	SRR17055253	64.88
Arabidopsis	ERR1588974	64.79
Arabidopsis	SRR7624699	64.70
Arabidopsis	ERR1588966	64.67
Arabidopsis	ERR1588963	64.65
Arabidopsis	SRR10918543	64.59
Arabidopsis	SRR20440081	64.57
Arabidopsis	SRR7624714	64.54
Arabidopsis	SRR20440086	64.49
Arabidopsis	SRR17055256	64.48
Arabidopsis	SRR17055255	64.39
Arabidopsis	ERR1588926	64.37
Arabidopsis	ERR1588986	64.31
Arabidopsis	SRR7637047	64.31
Arabidopsis	SRR7637051	64.30
Arabidopsis	ERR1588897	64.26
Arabidopsis	ERR754063	64.15
Arabidopsis	ERR1588866	64.08
Arabidopsis	SRR7645283	64.02
Arabidopsis	SRR7624698	63.99
Arabidopsis	SRR7645263	63.98
Arabidopsis	ERR1588816	63.98
Arabidopsis	ERR1588968	63.97
Arabidopsis	ERR1588819	63.95
Arabidopsis	SRR7637048	63.86
Arabidopsis	ERR1589003	63.85
Arabidopsis	ERR1588919	63.83
Arabidopsis	SRR7637044	63.74
Arabidopsis	SRR10919007	63.68
Arabidopsis	SRR18297039	63.68
Arabidopsis	SRR10918589	63.37
Arabidopsis	SRR20440090	63.37
Arabidopsis	ERR754085	63.34
Arabidopsis	SRR10918586	63.30
Arabidopsis	SRR7637043	63.28
Arabidopsis	SRR5831034	63.27
Arabidopsis	SRR7624711	63.19
Arabidopsis	SRR7645282	63.15
Arabidopsis	ERR1588909	62.98
Arabidopsis	SRR18297038	62.90
Arabidopsis	ERR1588890	62.89
Arabidopsis	SRR7645258	62.86
Arabidopsis	SRR7624694	62.74
Arabidopsis	ERR754060	62.72
Arabidopsis	SRR17055257	62.54
Arabidopsis	SRR7637050	62.40
Arabidopsis	ERR1588874	62.38
Arabidopsis	SRR7637068	62.36
Arabidopsis	SRR10918582	62.34
Arabidopsis	SRR8368654	62.31
Arabidopsis	SRR10918554	62.31
Arabidopsis	SRR7637061	62.31
Arabidopsis	ERR754074	62.26
Arabidopsis	SRR18297042	62.24
Arabidopsis	SRR7947100	62.06
Arabidopsis	SRR17055252	62.01
Arabidopsis	SRR7947106	61.88
Arabidopsis	ERR1588967	61.85
Arabidopsis	SRR10919004	61.82
Arabidopsis	SRR7947098	61.82
Arabidopsis	SRR20440088	61.69
Arabidopsis	SRR7947105	61.57
Arabidopsis	SRR10918550	61.45
Arabidopsis	SRR6427370	61.40
Arabidopsis	ERR754070	61.12
Arabidopsis	ERR1588908	61.10
Arabidopsis	SRR7645259	60.89
Arabidopsis	SRR18297043	60.78
Arabidopsis	SRR10919005	60.44
Arabidopsis	SRR7947099	60.42
Arabidopsis	SRR7637041	59.90
Arabidopsis	SRR7624723	59.83
Arabidopsis	ERR1588800	59.81
Arabidopsis	ERR1588987	59.81
Arabidopsis	SRR5831031	59.76
Arabidopsis	SRR7645261	59.72
Arabidopsis	SRR7637062	59.69
Arabidopsis	SRR8368647	59.58
Arabidopsis	SRR7947097	59.54
Arabidopsis	ERR1588799	59.39
Arabidopsis	ERR754081	59.16
Arabidopsis	SRR7637045	59.04
Arabidopsis	SRR7947102	59.02
Arabidopsis	SRR7637049	58.91
Arabidopsis	SRR15931270	58.63
Arabidopsis	ERR1588830	58.56
Arabidopsis	SRR7947101	58.55
Arabidopsis	SRR7947095	58.48
Arabidopsis	SRR7947104	58.35
Arabidopsis	ERR1588803	58.26
Arabidopsis	SRR8368652	58.07
Arabidopsis	ERR1588842	58.07
Arabidopsis	SRR13134699	58.04
Arabidopsis	ERR1588964	57.97
Arabidopsis	ERR1588841	57.88
Arabidopsis	SRR7947107	57.29
Arabidopsis	SRR17055254	57.29
Arabidopsis	SRR8368645	57.24
Arabidopsis	ERR1588868	57.23
Arabidopsis	ERR754061	57.00
Arabidopsis	SRR20440099	56.88
Arabidopsis	ERR1588831	56.81
Arabidopsis	SRR15931254	56.59
Arabidopsis	SRR8368651	56.51
Arabidopsis	SRR7947103	56.48
Arabidopsis	ERR1589011	56.36
Arabidopsis	SRR20440091	55.96
Arabidopsis	SRR13134700	55.75
Arabidopsis	SRR20440094	55.58
Arabidopsis	ERR1588952	55.49
Arabidopsis	ERR754059	55.21
Arabidopsis	ERR1588973	54.99
Arabidopsis	SRR13134705	54.96
Arabidopsis	ERR1588946	54.93
Arabidopsis	SRR7947096	54.69
Arabidopsis	SRR8368646	54.59
Arabidopsis	ERR1588902	54.57
Arabidopsis	SRR8368650	53.62
Arabidopsis	ERR754086	53.27
Arabidopsis	SRR15931265	53.24
Arabidopsis	SRR13134704	53.17
Arabidopsis	SRR20440101	52.91
Arabidopsis	SRR13134701	52.89
Arabidopsis	SRR13134693	52.77
Arabidopsis	ERR754053	52.61
Arabidopsis	ERR754084	52.60
Arabidopsis	SRR20440096	52.49
Arabidopsis	SRR7947109	52.36
Arabidopsis	SRR7947109	52.36
Arabidopsis	SRR20440098	52.21
Arabidopsis	SRR20440100	52.18
Arabidopsis	SRR8368648	51.56
Arabidopsis	ERR754058	51.46
Arabidopsis	SRR13134694	51.38
Arabidopsis	SRR13134691	51.33
Arabidopsis	SRR7947108	51.25
Arabidopsis	SRR20440092	51.16
Arabidopsis	SRR13134687	51.15
Arabidopsis	ERR754068	51.15
Arabidopsis	SRR13134689	50.91
Arabidopsis	SRR13134703	50.88
Arabidopsis	SRR13134685	50.76
Arabidopsis	SRR13134692	50.68
Arabidopsis	SRR13134684	50.47
Arabidopsis	ERR1588969	50.30
Arabidopsis	SRR13134688	50.16
Arabidopsis	SRR13134686	49.49
Arabidopsis	ERR754082	49.38
Arabidopsis	SRR13134696	49.35
Arabidopsis	SRR5831030	49.08
Arabidopsis	ERR754076	49.05
Arabidopsis	ERR1588815	48.73
Arabidopsis	ERR1588892	48.59
Arabidopsis	ERR754083	48.51
Arabidopsis	ERR1588981	48.14
Arabidopsis	SRR20440095	47.99
Arabidopsis	SRR13134690	47.83
Arabidopsis	SRR8368649	47.47
Arabidopsis	SRR20440102	47.46
Arabidopsis	SRR13134702	47.33
Arabidopsis	SRR20440097	47.22
Arabidopsis	ERR754073	47.15
Arabidopsis	SRR11672595	46.93
Arabidopsis	ERR1588872	46.86
Arabidopsis	SRR20440093	46.60
Arabidopsis	ERR1588982	46.59
Arabidopsis	ERR754069	46.42
Arabidopsis	SRR20440089	46.38
Arabidopsis	ERR1588876	46.35
Arabidopsis	ERR1588836	46.30
Arabidopsis	ERR754075	45.98
Arabidopsis	SRR13134698	45.93
Arabidopsis	SRR13134695	45.52
Arabidopsis	SRR15931251	45.19
Arabidopsis	SRR13134697	44.33
Arabidopsis	SRR019210	43.94
Arabidopsis	ERR754066	43.86
Arabidopsis	ERR754087	43.85
Arabidopsis	SRR15145184	42.43
Arabidopsis	SRR15931253	41.85
Arabidopsis	SRR15145185	41.13
Arabidopsis	ERR754055	40.03
Arabidopsis	ERR1588951	39.98
Arabidopsis	ERR754079	39.94
Arabidopsis	ERR754067	39.41
Arabidopsis	SRR019209	39.36
Arabidopsis	SRR545953	38.07
Arabidopsis	ERR1588834	38.00
Arabidopsis	ERR754077	37.98
Arabidopsis	SRR15931252	37.89
Arabidopsis	ERR1588835	36.82
Arabidopsis	SRR7624715	36.03
Arabidopsis	ERR1588807	35.19
Arabidopsis	SRR15931261	34.84
Arabidopsis	ERR754054	32.52
Arabidopsis	ERR754065	31.47
Arabidopsis	ERR1588888	30.81
Arabidopsis	SRR15931269	29.61
Arabidopsis	SRR15931257	27.58
Arabidopsis	SRR15931256	24.97
Arabidopsis	SRR18901559	24.48
Arabidopsis	SRR15931255	24.45
Arabidopsis	ERR754064	23.86
Arabidopsis	SRR8794156	23.58
Arabidopsis	SRR8794158	23.32
Arabidopsis	SRR18901558	22.74
Arabidopsis	SRR8794160	22.68
Arabidopsis	SRR18901541	22.37
Arabidopsis	SRR18901545	22.02
Arabidopsis	SRR18901556	21.91
Arabidopsis	SRR18901560	21.73
Arabidopsis	SRR18901564	21.72
Arabidopsis	SRR18901544	21.55
Arabidopsis	SRR18901557	21.38
Arabidopsis	SRR2049179	21.25
Arabidopsis	SRR18901565	21.17
Arabidopsis	SRR2049175	20.77
Arabidopsis	SRR18901561	20.57
Arabidopsis	SRR2049178	20.54
Arabidopsis	SRR8794162	20.53
Arabidopsis	SRR2049176	20.46
Arabidopsis	SRR18901543	20.40
Arabidopsis	SRR18901542	20.34
Arabidopsis	SRR18901553	20.34
Arabidopsis	SRR15931263	20.18
Arabidopsis	SRR18901540	19.91
Arabidopsis	SRR18901563	19.90
Arabidopsis	SRR18901539	19.90
Arabidopsis	SRR18901551	19.88
Arabidopsis	SRR18901537	19.73
Arabidopsis	SRR18901555	19.73
Arabidopsis	SRR18901562	19.71
Arabidopsis	SRR8794159	19.66
Arabidopsis	SRR2049177	19.62
Arabidopsis	SRR18901538	19.23
Arabidopsis	SRR15931271	19.01
Arabidopsis	SRR18901554	19.01
Arabidopsis	SRR2049181	18.98
Arabidopsis	SRR2049174	18.96
Arabidopsis	SRR17984886	18.92
Arabidopsis	SRR17984885	18.74
Arabidopsis	SRR2049180	18.58
Arabidopsis	SRR15931259	18.56
Arabidopsis	SRR18901552	18.30
Arabidopsis	SRR18901536	18.21
Arabidopsis	SRR8794161	17.74
Arabidopsis	SRR18901533	17.73
Arabidopsis	SRR15931266	17.45
Arabidopsis	SRR17984881	17.43
Arabidopsis	ERR754062	17.39
Arabidopsis	SRR18901535	17.07
Arabidopsis	SRR17984891	16.96
Arabidopsis	SRR18901590	16.94
Arabidopsis	SRR17984893	16.71
Arabidopsis	ERR1588829	16.67
Arabidopsis	SRR18901534	16.67
Arabidopsis	SRR18901531	16.49
Arabidopsis	SRR17984883	16.39
Arabidopsis	SRR18901547	16.19
Arabidopsis	SRR18901546	16.18
Arabidopsis	SRR18901566	16.13
Arabidopsis	SRR17984896	16.11
Arabidopsis	SRR18901592	16.10
Arabidopsis	SRR18901549	16.07
Arabidopsis	SRR17984884	16.06
Arabidopsis	SRR8794157	16.05
Arabidopsis	SRR18901532	16.05
Arabidopsis	SRR18901588	16.03
Arabidopsis	SRR18901576	15.98
Arabidopsis	SRR18901571	15.95
Arabidopsis	SRR18901548	15.94
Arabidopsis	SRR18901591	15.92
Arabidopsis	SRR18901587	15.90
Arabidopsis	SRR18901593	15.90
Arabidopsis	SRR18901569	15.88
Arabidopsis	SRR18901572	15.88
Arabidopsis	SRR18901595	15.85
Arabidopsis	SRR18901550	15.85
Arabidopsis	SRR18901578	15.80
Arabidopsis	SRR18901584	15.72
Arabidopsis	SRR18901589	15.72
Arabidopsis	SRR18901579	15.68
Arabidopsis	SRR18901574	15.55
Arabidopsis	SRR18901580	15.51
Arabidopsis	SRR18901586	15.48
Arabidopsis	SRR18901594	15.43
Arabidopsis	SRR17984888	15.40
Arabidopsis	SRR18901575	15.39
Arabidopsis	SRR18901570	15.37
Arabidopsis	SRR17984892	15.37
Arabidopsis	SRR15931272	15.31
Arabidopsis	SRR8794163	15.21
Arabidopsis	SRR18901585	15.07
Arabidopsis	SRR8794155	15.04
Arabidopsis	SRR17984894	14.96
Arabidopsis	SRR17984897	14.91
Arabidopsis	ERR754088	14.78
Arabidopsis	SRR18901567	14.73
Arabidopsis	SRR18901573	14.73
Arabidopsis	ERR754080	14.62
Arabidopsis	SRR18901577	14.34
Arabidopsis	SRR18901568	14.24
Arabidopsis	SRR17984889	13.98
Arabidopsis	SRR15931260	13.74
Arabidopsis	SRR18901581	13.62
Arabidopsis	SRR17984895	13.46
Arabidopsis	SRR18901583	13.13
Arabidopsis	SRR7947112	12.90
Arabidopsis	SRR18901582	12.57
Arabidopsis	SRR17984887	12.37
Arabidopsis	SRR17984890	11.73
Arabidopsis	SRR17984882	11.14
Arabidopsis	SRR7947110	11.07
Arabidopsis	SRR15931268	10.89
Arabidopsis	SRR15931267	10.48
Arabidopsis	SRR7947116	10.27
Arabidopsis	SRR7947118	9.66
Arabidopsis	SRR17984898	9.10
Arabidopsis	SRR15931258	8.76
Arabidopsis	SRR7947114	8.68
Arabidopsis	DRR221893	7.80
Arabidopsis	SRR15931262	7.48
Arabidopsis	DRR221898	7.19
Arabidopsis	DRR221896	7.11
Arabidopsis	DRR221889	7.09
Arabidopsis	DRR221890	6.93
Arabidopsis	DRR221895	6.90
Arabidopsis	DRR221897	6.64
Arabidopsis	DRR221894	6.62
Arabidopsis	DRR221885	6.46
Arabidopsis	DRR221886	6.45
Arabidopsis	DRR221899	6.41
Arabidopsis	DRR221900	6.40
Arabidopsis	DRR221887	6.30
Arabidopsis	DRR221892	6.19
Arabidopsis	DRR221891	5.80
Arabidopsis	DRR221888	5.78
Arabidopsis	SRR15931264	5.62
Arabidopsis	SRR1265095	2.41
Arabidopsis	SRR1618846	0.06
Arabidopsis	SRR1618847	0.05
Arabidopsis	SRR1618842	0.04
Arabidopsis	SRR2391664	0.04
Arabidopsis	SRR2391665	0.04
Arabidopsis	SRR1618839	0.03
Arabidopsis	SRR1618844	0.02
Arabidopsis	SRR1618841	0.01
Arabidopsis	SRR1848792	0.01
Arabidopsis	SRR089616	0.01
Arabidopsis	SRR1848791	0.00
Arabidopsis	SRR1848793	0.00
Arabidopsis	SRR1848794	0.00
Arabidopsis	SRR2391660	0.00
Arabidopsis	SRR2391661	0.00
Arabidopsis	SRR517914	0.00
Arabidopsis	SRR517916	0.00
Arabidopsis	SRR517918	0.00
Arabidopsis	SRR517920	0.00
Arabidopsis	SRR932111	0.00
Arabidopsis	SRR932112	0.00
Arabidopsis	SRR932113	0.00
Arabidopsis	SRR932114	0.00
Arabidopsis	SRR764869	0.00
Arabidopsis	SRR019208	0.00
Arabidopsis	SRR1848795	0.00
Arabidopsis	SRR1848796	0.00
Arabidopsis	SRR1848797	0.00
Arabidopsis	SRR1848798	0.00
Arabidopsis	SRR1848799	0.00
Arabidopsis	SRR1848800	0.00
Arabidopsis	SRR1848801	0.00
Arabidopsis	SRR1848802	0.00
Maize	SRR2043227	90.59
Maize	SRR7615269	90.32
Maize	SRR7615287	90.01
Maize	SRR2043228	89.85
Maize	SRR7615270	89.85
Maize	SRR2043226	89.67
Maize	SRR7615281	89.63
Maize	SRR7615264	89.52
Maize	SRR2144412	89.43
Maize	SRR7615266	89.33
Maize	SRR2043220	89.26
Maize	SRR7615282	89.12
Maize	SRR7615276	88.97
Maize	SRR8368655	88.96
Maize	SRR7615274	88.88
Maize	SRR7615286	88.82
Maize	SRR7615272	88.76
Maize	SRR7615262	88.69
Maize	SRR7615271	88.58
Maize	SRR8368659	88.58
Maize	SRR2043392	88.56
Maize	SRR7615285	88.43
Maize	SRR2144410	88.42
Maize	SRR7615277	88.40
Maize	SRR2144416	88.39
Maize	SRR8368658	88.39
Maize	SRR8368656	88.30
Maize	ERR3212270	88.26
Maize	SRR2144413	88.22
Maize	ERR3212272	88.20
Maize	SRR7615278	88.20
Maize	SRR8368657	88.19
Maize	ERR3212271	88.18
Maize	SRR2144414	88.15
Maize	ERR3212268	88.15
Maize	ERR3212282	88.15
Maize	ERR3212269	88.13
Maize	SRR2144423	88.12
Maize	ERR3212277	88.11
Maize	SRR8368660	88.07
Maize	ERR3212276	88.01
Maize	SRR7615263	87.99
Maize	SRR7615292	87.98
Maize	SRR8368661	87.94
Maize	SRR7615268	87.92
Maize	SRR7615293	87.89
Maize	ERR3212267	87.88
Maize	ERR3212283	87.69
Maize	ERR3212278	87.66
Maize	SRR7615280	87.66
Maize	SRR2043390	87.63
Maize	SRR17329147	87.62
Maize	SRR7615273	87.61
Maize	ERR8015204	87.60
Maize	SRR2144417	87.54
Maize	SRR2144405	87.52
Maize	SRR2043383	87.38
Maize	SRR2144430	87.36
Maize	ERR3212284	87.36
Maize	SRR14138201	87.34
Maize	ERR3212281	87.30
Maize	ERR3212280	87.25
Maize	SRR7615283	87.25
Maize	SRR6322637	87.24
Maize	SRR6322642	87.24
Maize	SRR7615267	87.21
Maize	ERR8015211	87.18
Maize	SRR7615265	87.15
Maize	SRR2144428	87.12
Maize	ERR8015212	87.12
Maize	ERR3212279	87.08
Maize	SRR2043384	87.04
Maize	SRR2144419	87.04
Maize	SRR2043381	87.03
Maize	SRR2043382	87.01
Maize	ERR3212286	87.01
Maize	SRR14138221	87.01
Maize	SRR2043391	86.95
Maize	SRR8368662	86.90
Maize	SRR2043393	86.86
Maize	SRR14138240	86.86
Maize	ERR8015203	86.85
Maize	SRR22534049	86.79
Maize	SRR2144427	86.78
Maize	SRR6671858	86.76
Maize	SRR7615284	86.71
Maize	ERR3212287	86.68
Maize	ERR3212294	86.68
Maize	SRR6828114	86.68
Maize	ERR3212275	86.62
Maize	SRR14138197	86.49
Maize	ERR3212292	86.47
Maize	SRR17329151	86.46
Maize	SRR22534054	86.45
Maize	SRR2144424	86.43
Maize	ERR3212295	86.42
Maize	SRR6671842	86.36
Maize	ERR8015200	86.34
Maize	SRR17329162	86.34
Maize	SRR6322641	86.34
Maize	SRR17329143	86.33
Maize	SRR2144441	86.31
Maize	ERR3212290	86.31
Maize	SRR17329149	86.31
Maize	SRR2043361	86.30
Maize	SRR14138185	86.30
Maize	SRR6671841	86.26
Maize	SRR2144411	86.25
Maize	ERR3212285	86.22
Maize	SRR10153116	86.18
Maize	SRR10993177	86.18
Maize	SRR2144425	86.17
Maize	SRR17329152	86.17
Maize	SRR2043375	86.15
Maize	SRR2144421	86.15
Maize	SRR14138210	86.14
Maize	ERR8015209	86.12
Maize	SRR13334722	86.09
Maize	SRR6671859	86.09
Maize	SRR17329144	86.08
Maize	ERR3212291	86.07
Maize	ERR3212289	86.05
Maize	SRR13334724	86.04
Maize	ERR3212293	86.01
Maize	SRR22534056	86.01
Maize	SRR14138196	86.00
Maize	SRR5344618	86.00
Maize	SRR10153117	85.98
Maize	ERR8015207	85.98
Maize	SRR8490415	85.94
Maize	SRR6671851	85.93
Maize	SRR6322644	85.91
Maize	ERR3212296	85.88
Maize	SRR8490414	85.87
Maize	SRR10153118	85.86
Maize	SRR2144438	85.84
Maize	SRR13334721	85.83
Maize	ERR8015202	85.82
Maize	SRR2144434	85.80
Maize	SRR2144460	85.80
Maize	SRR6322643	85.79
Maize	SRR2144431	85.76
Maize	ERR8015197	85.73
Maize	ERR8015210	85.72
Maize	SRR22534057	85.72
Maize	SRR14138256	85.71
Maize	SRR6828113	85.70
Maize	ERR8015198	85.67
Maize	SRR12681564	85.64
Maize	SRR10993179	85.62
Maize	SRR5344627	85.62
Maize	SRR8490424	85.61
Maize	SRR2144408	85.59
Maize	ERR8015199	85.59
Maize	SRR7615279	85.57
Maize	SRR10153119	85.55
Maize	SRR17329141	85.55
Maize	SRR17329159	85.55
Maize	SRR10993178	85.54
Maize	SRR2043376	85.53
Maize	SRR2144475	85.52
Maize	SRR13334694	85.48
Maize	SRR22534053	85.47
Maize	SRR2043349	85.45
Maize	SRR22534045	85.42
Maize	SRR2144443	85.40
Maize	SRR2144429	85.40
Maize	SRR16069017	85.40
Maize	SRR925468	85.40
Maize	SRR10153102	85.37
Maize	ERR8015196	85.37
Maize	SRR10153111	85.35
Maize	SRR10153122	85.35
Maize	SRR22534059	85.35
Maize	SRR2144439	85.34
Maize	SRR22534052	85.33
Maize	SRR8490418	85.33
Maize	SRR10993182	85.29
Maize	SRR6671843	85.29
Maize	SRR8490425	85.29
Maize	SRR7615289	85.26
Maize	SRR2144456	85.25
Maize	SRR14138253	85.25
Maize	SRR536841	85.25
Maize	SRR8490419	85.24
Maize	SRR11933437	85.23
Maize	SRR17329145	85.21
Maize	SRR7615295	85.20
Maize	ERR3212288	85.19
Maize	SRR22534039	85.19
Maize	SRR11932876	85.17
Maize	SRR22534044	85.15
Maize	SRR7615275	85.14
Maize	SRR14138227	85.13
Maize	SRR11933396	85.11
Maize	SRR10153110	85.08
Maize	SRR10153123	85.08
Maize	SRR6828115	85.08
Maize	SRR12681566	85.07
Maize	SRR12681590	85.06
Maize	SRR6671831	85.06
Maize	ERR3212274	85.05
Maize	SRR10993180	85.04
Maize	SRR17015909	85.03
Maize	SRR8490416	85.03
Maize	SRR10153105	85.02
Maize	SRR10993181	85.02
Maize	SRR10153120	85.01
Maize	SRR10153121	84.99
Maize	SRR6671857	84.97
Maize	SRR5989968	84.96
Maize	SRR12681580	84.95
Maize	SRR10303755	84.93
Maize	SRR5344620	84.93
Maize	SRR6671827	84.93
Maize	ERR3212273	84.90
Maize	SRR6322638	84.88
Maize	SRR14138211	84.86
Maize	SRR14138254	84.84
Maize	SRR8490421	84.84
Maize	ERR8015195	84.80
Maize	SRR2144459	84.77
Maize	SRR17399592	84.77
Maize	SRR22534058	84.77
Maize	SRR14138194	84.76
Maize	SRR12681570	84.75
Maize	SRR14138233	84.75
Maize	SRR10153104	84.74
Maize	ERR8015208	84.73
Maize	SRR14138255	84.73
Maize	SRR23216016	84.72
Maize	SRR10153108	84.71
Maize	SRR5344568	84.71
Maize	SRR5989965	84.71
Maize	ERR8015201	84.70
Maize	SRR14138228	84.70
Maize	SRR2325170	84.69
Maize	ERR3212297	84.66
Maize	SRR5344570	84.66
Maize	SRR5344571	84.66
Maize	SRR6322646	84.66
Maize	SRR5989967	84.66
Maize	SRR14138226	84.63
Maize	SRR22534041	84.62
Maize	SRR10153109	84.61
Maize	SRR10303748	84.60
Maize	SRR13334732	84.59
Maize	SRR14138209	84.57
Maize	SRR22534060	84.57
Maize	SRR2144426	84.56
Maize	SRR5344625	84.56
Maize	SRR10153106	84.55
Maize	SRR6671837	84.55
Maize	SRR5344572	84.52
Maize	SRR17329161	84.49
Maize	SRR8490420	84.48
Maize	SRR5344453	84.46
Maize	SRR14138244	84.45
Maize	SRR10153107	84.42
Maize	SRR12681571	84.42
Maize	SRR5674388	84.42
Maize	SRR12681591	84.41
Maize	SRR536840	84.41
Maize	SRR6671829	84.39
Maize	SRR5989972	84.39
Maize	SRR9185068	84.38
Maize	SRR23216015	84.38
Maize	SRR5989966	84.37
Maize	SRR8490423	84.35
Maize	SRR11933405	84.34
Maize	SRR17329142	84.34
Maize	SRR14138202	84.33
Maize	SRR6671838	84.32
Maize	SRR6828112	84.32
Maize	SRR12681574	84.28
Maize	SRR6671855	84.27
Maize	SRR6828111	84.27
Maize	SRR22534038	84.26
Maize	SRR8490417	84.26
Maize	SRR8490422	84.26
Maize	SRR14138236	84.25
Maize	SRR5344560	84.25
Maize	SRR22534043	84.24
Maize	SRR13334733	84.23
Maize	SRR14138225	84.23
Maize	SRR6671830	84.23
Maize	SRR6671854	84.22
Maize	SRR5989971	84.21
Maize	SRR11933409	84.18
Maize	SRR2144458	84.17
Maize	SRR9185072	84.17
Maize	SRR10303764	84.17
Maize	SRR22534050	84.17
Maize	SRR12681563	84.16
Maize	SRR5344622	84.16
Maize	SRR5674384	84.16
Maize	SRR22534051	84.15
Maize	SRR11933419	84.13
Maize	ERR8015206	84.13
Maize	SRR12681585	84.13
Maize	SRR10303735	84.12
Maize	SRR22534055	84.11
Maize	SRR7615297	84.11
Maize	SRR16069024	84.09
Maize	SRR23216019	84.09
Maize	SRR2144437	84.07
Maize	SRR17399593	84.04
Maize	SRR6671825	84.03
Maize	SRR6671839	84.03
Maize	SRR2144440	84.02
Maize	ERR8015205	84.02
Maize	SRR5674386	84.02
Maize	SRR12681562	83.99
Maize	SRR5344621	83.98
Maize	SRR5674382	83.96
Maize	SRR9185073	83.93
Maize	SRR14138179	83.88
Maize	SRR6671836	83.88
Maize	SRR12681586	83.87
Maize	SRR23216017	83.87
Maize	SRR14138250	83.86
Maize	SRR14138220	83.85
Maize	SRR14138223	83.85
Maize	SRR6671840	83.85
Maize	SRR14138224	83.84
Maize	SRR14138182	83.83
Maize	SRR14138247	83.83
Maize	SRR17329148	83.83
Maize	SRR6671832	83.83
Maize	SRR14138193	83.82
Maize	SRR5674380	83.82
Maize	SRR14138188	83.80
Maize	SRR12681578	83.79
Maize	SRR14138246	83.79
Maize	SRR16069016	83.78
Maize	SRR16069018	83.78
Maize	SRR12681588	83.76
Maize	SRR9185069	83.75
Maize	SRR2144436	83.69
Maize	SRR12681565	83.69
Maize	SRR6402501	83.69
Maize	SRR6671849	83.68
Maize	SRR6402604	83.66
Maize	SRR10303774	83.64
Maize	SRR17015907	83.64
Maize	SRR5674383	83.64
Maize	SRR925467	83.63
Maize	SRR925466	83.62
Maize	SRR2144442	83.61
Maize	SRR12681572	83.60
Maize	SRR2144418	83.56
Maize	SRR10303744	83.55
Maize	SRR6671845	83.54
Maize	SRR14138234	83.53
Maize	SRR6322647	83.51
Maize	SRR6671844	83.50
Maize	SRR10303758	83.49
Maize	SRR23216020	83.49
Maize	SRR10303762	83.48
Maize	SRR23216018	83.48
Maize	SRR10303777	83.46
Maize	SRR14138208	83.46
Maize	SRR5674381	83.46
Maize	SRR11933107	83.45
Maize	SRR17329157	83.44
Maize	SRR11933272	83.43
Maize	SRR10153112	83.42
Maize	SRR9185076	83.42
Maize	SRR14138178	83.42
Maize	SRR6671834	83.41
Maize	SRR10303776	83.40
Maize	SRR11933066	83.40
Maize	SRR10303766	83.38
Maize	SRR6402360	83.38
Maize	SRR12681575	83.37
Maize	SRR10303746	83.36
Maize	SRR14138195	83.36
Maize	SRR14138203	83.36
Maize	SRR22534048	83.36
Maize	SRR6402575	83.35
Maize	SRR6402425	83.35
Maize	SRR14138180	83.34
Maize	SRR14138218	83.34
Maize	SRR10303775	83.33
Maize	SRR17329160	83.33
Maize	SRR6402550	83.33
Maize	SRR6665375	83.32
Maize	SRR7615291	83.32
Maize	SRR10303778	83.31
Maize	SRR22534040	83.31
Maize	SRR2328376	83.31
Maize	SRR6402406	83.31
Maize	SRR17015908	83.29
Maize	SRR7615290	83.28
Maize	SRR10303772	83.27
Maize	SRR14138181	83.27
Maize	SRR14138190	83.27
Maize	SRR6402611	83.26
Maize	SRR10303734	83.26
Maize	SRR22534037	83.26
Maize	SRR11933438	83.26
Maize	SRR6402582	83.25
Maize	SRR14138251	83.23
Maize	SRR6671850	83.23
Maize	SRR14138191	83.21
Maize	SRR6402370	83.21
Maize	SRR6402364	83.20
Maize	SRR10303740	83.20
Maize	SRR16069024	83.11
Maize	SRR6402390	83.11
Maize	SRR6402553	83.11
Maize	SRR11933110	83.08
Maize	SRR14138230	83.08
Maize	SRR14138189	83.07
Maize	SRR6402619	83.07
Maize	SRR2144409	83.06
Maize	SRR14138238	83.06
Maize	SRR6402579	83.06
Maize	SRR3105595	83.04
Maize	SRR6402562	83.04
Maize	SRR6671833	83.03
Maize	SRR10153114	83.02
Maize	SRR12681579	83.02
Maize	SRR2144473	83.01
Maize	SRR6402461	82.97
Maize	SRR12681569	82.95
Maize	SRR13587506	82.95
Maize	SRR14138239	82.94
Maize	SRR6665372	82.93
Maize	SRR6671856	82.93
Maize	SRR17399596	82.92
Maize	SRR6402551	82.91
Maize	SRR6322639	82.90
Maize	SRR10303761	82.89
Maize	SRR10153100	82.87
Maize	SRR9185070	82.87
