Species	SRA	Percent
Maize	SRR11933045	69.98
Maize	SRR11933169	69.95
Maize	SRR11933028	69.93
Maize	SRR6402372	69.90
Maize	SRR11933473	69.88
Maize	SRR11933301	69.63
Maize	SRR11932974	69.50
Maize	SRR11933211	69.47
Maize	SRR11933111	69.38
Maize	SRR11932911	69.33
Maize	SRR11933277	69.28
Maize	SRR11933077	69.26
Maize	SRR11933347	69.08
Maize	SRR11933137	69.07
Maize	SRR11932950	69.00
Maize	SRR11932910	68.96
Maize	SRR5358815	68.95
Maize	SRR11932903	68.87
Maize	SRR11933083	68.86
Maize	SRR11932831	68.77
Maize	SRR11932971	68.77
Maize	SRR11932902	68.72
Maize	SRR2144407	68.61
Maize	SRR6665369	68.61
Maize	SRR11933148	68.59
Maize	SRR11933417	68.52
Maize	SRR11933112	68.35
Maize	SRR5358809	68.28
Maize	SRR11932823	68.24
Maize	SRR11933286	68.22
Maize	SRR11933360	68.03
Maize	SRR11933191	67.86
Maize	SRR11933354	67.86
Maize	SRR11933089	67.75
Maize	SRR11932932	67.75
Maize	SRR16070370	67.59
Maize	SRR11932825	67.58
Maize	SRR11933035	67.57
Maize	SRR11932817	67.55
Maize	SRR11933196	67.51
Maize	SRR11933380	67.50
Maize	SRR11933095	67.47
Maize	SRR11933436	67.44
Maize	SRR11933174	67.36
Maize	SRR11933275	67.30
Maize	SRR11932872	67.28
Maize	SRR11933280	67.24
Maize	SRR13587518	67.00
Maize	SRR11933049	66.97
Maize	SRR11933464	66.92
Maize	SRR11932891	66.74
Maize	SRR11933483	66.71
Maize	SRR11933412	66.65
Maize	SRR11932848	66.61
Maize	SRR5358804	66.58
Maize	SRR11932959	66.57
Maize	SRR11932894	66.36
Maize	SRR5358810	66.28
Maize	SRR11933320	66.27
Maize	SRR11933090	65.92
Maize	SRR11933371	65.88
Maize	SRR11933291	65.57
Maize	SRR11933394	65.56
Maize	SRR11933447	65.48
Maize	SRR11933176	65.38
Maize	SRR11933327	64.92
Maize	SRR11932901	64.40
Maize	SRR11933048	64.33
Maize	SRR11933342	64.20
Maize	SRR2106181	64.18
Maize	SRR11933293	64.14
Maize	SRR11933264	63.92
Maize	SRR11933014	63.80
Maize	SRR11932890	63.76
Maize	SRR11933375	63.40
Maize	SRR11933080	63.20
Maize	SRR11932862	63.17
Maize	SRR11933008	63.10
Maize	SRR11933486	62.97
Maize	SRR11933173	62.95
Maize	SRR11932928	62.89
Maize	SRR10153101	62.65
Maize	SRR9185071	62.65
Maize	SRR11933096	61.85
Maize	SRR11932943	61.81
Maize	SRR11933192	61.44
Maize	SRR11933190	61.33
Maize	SRR11932955	61.12
Maize	SRR11933267	61.07
Maize	SRR11933094	60.78
Maize	SRR11932861	60.77
Maize	SRR11932837	60.67
Maize	SRR8368665	60.67
Maize	SRR8368663	60.66
Maize	SRR11933122	60.44
Maize	SRR11933377	60.32
Maize	SRR11932993	60.27
Maize	SRR5358808	60.23
Maize	SRR11933472	60.08
Maize	SRR11933423	60.04
Maize	SRR11932938	59.70
Maize	SRR11933248	59.67
Maize	SRR2144406	59.67
Maize	SRR2106183	59.53
Maize	SRR11933003	58.98
Maize	SRR8368670	58.98
Maize	SRR5344624	58.89
Maize	SRR11933243	58.87
Maize	SRR5358807	58.71
Maize	SRR4237217	58.37
Maize	SRR11933186	58.23
Maize	SRR11933282	58.20
Maize	SRR11933329	58.09
Maize	SRR11933138	57.84
Maize	SRR11933384	57.83
Maize	SRR11933404	57.47
Maize	SRR8368664	57.25
Maize	SRR11932968	56.96
Maize	SRR11933433	56.95
Maize	SRR11933118	56.53
Maize	SRR11932889	56.33
Maize	SRR11932940	56.33
Maize	SRR11933147	56.18
Maize	SRR11933166	56.06
Maize	SRR11933132	56.01
Maize	SRR11933163	55.66
Maize	SRR11933359	55.30
Maize	SRR11933098	55.10
Maize	SRR11933025	54.78
Maize	SRR11933270	54.71
Maize	SRR8368666	54.57
Maize	SRR11933314	54.47
Maize	SRR11933362	54.13
Maize	SRR8368668	53.81
Maize	SRR11932918	53.21
Maize	SRR11933390	51.05
Maize	SRR8368669	49.63
Maize	SRR11933388	49.24
Maize	SRR11933207	48.97
Maize	SRR11933319	48.72
Maize	SRR11933205	48.31
Maize	SRR8368667	47.54
Maize	SRR11933140	47.21
Maize	SRR2144472	46.24
Maize	SRR11933408	46.15
Maize	SRR11933442	46.11
Maize	SRR11933480	46.00
Maize	SRR11933227	45.98
Maize	SRR11933326	45.92
Maize	SRR11933241	45.82
Maize	SRR2144457	45.81
Maize	SRR11933434	45.79
Maize	SRR2144454	45.76
Maize	SRR2144468	45.71
Maize	SRR2144470	45.68
Maize	SRR2144447	45.36
Maize	SRR11932812	45.33
Maize	SRR2144467	45.21
Maize	SRR2144471	45.21
Maize	SRR2144469	45.15
Maize	SRR2144461	45.05
Maize	SRR2144463	45.00
Maize	SRR2144452	44.79
Maize	SRR11932835	44.78
Maize	SRR2144450	44.75
Maize	SRR2144448	44.71
Maize	SRR2144465	44.71
Maize	SRR2144462	44.70
Maize	SRR11933288	44.58
Maize	SRR2144451	44.50
Maize	SRR2144464	44.47
Maize	SRR2144446	44.46
Maize	SRR2144449	44.05
Maize	SRR2144453	44.03
Maize	SRR2144466	43.92
Maize	SRR2144474	43.67
Maize	SRR11933432	43.41
Maize	SRR11933284	42.95
Maize	SRR11933406	42.78
Maize	SRR11932898	42.75
Maize	SRR11932856	42.42
Maize	SRR11933324	42.41
Maize	SRR11933050	42.31
Maize	SRR11933478	42.30
Maize	SRR11933005	41.86
Maize	SRR11933015	41.75
Maize	SRR11932870	41.72
Maize	SRR11932866	41.66
Maize	SRR11933079	41.54
Maize	SRR11933318	41.43
Maize	SRR11933458	41.42
Maize	SRR11933074	41.28
Maize	SRR11933168	41.26
Maize	SRR11933357	41.05
Maize	SRR11933312	40.95
Maize	SRR11932892	40.82
Maize	SRR11932914	40.80
Maize	SRR11933484	40.23
Maize	SRR2106185	38.72
Maize	SRR11933011	38.59
Maize	SRR11933109	38.38
Maize	SRR11932832	37.93
Maize	SRR11933149	36.98
Maize	SRR11932899	34.61
Maize	SRR11933088	32.15
Maize	SRR11933172	31.07
Maize	SRR23823497	22.01
Maize	SRR23105322	0.60
Maize	SRR23105325	0.43
Maize	SRR23105320	0.35
Maize	SRR23105321	0.29
Maize	SRR23105323	0.22
Maize	SRR23105324	0.21
Maize	SRR342059	0.00
Maize	SRR342060	0.00
Maize	SRR342061	0.00
Maize	SRR342062	0.00
Maize	SRR342063	0.00
Maize	SRR342064	0.00
Maize	SRR342065	0.00
Maize	SRR342066	0.00
Maize	SRR342067	0.00
Maize	SRR342068	0.00
Maize	SRR342069	0.00
Maize	SRR342070	0.00
Maize	SRR342071	0.00
Maize	SRR342072	0.00
Rice	SRR18090874	78.76
Rice	SRR18090877	76.44
Rice	SRR18090878	76.04
Rice	SRR18090873	76.01
Rice	SRR18591505	76.00
Rice	SRR18591504	75.95
Rice	SRR18591503	75.64
Rice	SRR5134064	72.51
Rice	SRR5134065	72.05
Rice	SRR5134066	71.63
Rice	SRR5134063	71.62
Rice	ERR6672228	71.19
Rice	ERR6682989	70.83
Rice	ERR6676318	70.80
Rice	SRR2931512	69.99
Rice	SRR11607899	69.89
Rice	ERR6688834	69.75
Rice	DRR006693	69.59
Rice	SRR2931256	69.57
Rice	DRR006692	69.52
Rice	ERR6688835	69.48
Rice	SRR2931479	69.44
Rice	ERR6688836	69.41
Rice	SRR2931387	69.22
Rice	DRR006687	69.15
Rice	SRR11176514	69.04
Rice	SRR7054179	68.69
Rice	SRR1298429	68.64
Rice	SRR7054178	68.64
Rice	SRR2931147	68.58
Rice	SRR3209774	68.58
Rice	SRR1761530	68.52
Rice	SRR1761782	68.52
Rice	SRR1761790	68.52
Rice	ERR6683689	68.51
Rice	SRR3209773	68.45
Rice	ERR6683691	68.44
Rice	ERR6683690	68.36
Rice	SRR11176512	68.32
Rice	SRR3209769	68.30
Rice	SRR2931261	68.22
Rice	SRR2931514	68.21
Rice	SRR9129913	68.14
Rice	SRR2931275	68.11
Rice	DRR006574	68.03
Rice	DRR006688	68.00
Rice	SRR3209779	67.89
Rice	DRR006575	67.86
Rice	SRR1761786	67.84
Rice	SRR8062394	67.81
Rice	SRR2931143	67.80
Rice	SRR1298432	67.75
Rice	DRR006695	67.73
Rice	DRR006750	67.73
Rice	SRR2931394	67.71
Rice	SRR2931483	67.68
Rice	SRR2931272	67.65
Rice	DRR006751	67.61
Rice	SRR22854101	67.61
Rice	SRR2931141	67.58
Rice	DRR006694	67.56
Rice	SRR2931498	67.56
Rice	SRR1761531	67.53
Rice	SRR1761783	67.53
Rice	SRR1761791	67.53
Rice	DRR006576	67.50
Rice	SRR1298431	67.46
Rice	SRR2931505	67.44
Rice	SRR11607898	67.42
Rice	SRR2931151	67.37
Rice	SRR1298440	67.35
Rice	SRR11176807	67.34
Rice	SRR1982259	67.28
Rice	SRR3209777	67.16
Rice	SRR2931484	67.14
Rice	SRR8062395	67.12
Rice	SRR2931276	67.11
Rice	SRR1761784	67.08
Rice	SRR2931250	67.08
Rice	SRR1298430	67.00
Rice	SRR2931513	66.92
Rice	SRR1761794	66.83
Rice	SRR5134067	66.78
Rice	SRR1761795	66.77
Rice	SRR11176505	66.76
Rice	SRR2931148	66.73
Rice	SRR8062399	66.72
Rice	SRR11176504	66.70
Rice	SRR2931260	66.64
Rice	SRR11176506	66.63
Rice	SRR11176815	66.62
Rice	SRR2931244	66.62
Rice	SRR22854102	66.60
Rice	SRR2931377	66.55
Rice	SRR2931389	66.54
Rice	SRR3466962	66.52
Rice	SRR3466963	66.48
Rice	SRR5134068	66.48
Rice	SRR3209770	66.45
Rice	SRR3090735	66.43
Rice	SRR11176806	66.40
Rice	SRR11176805	66.39
Rice	SRR2931269	66.39
Rice	ERR6683685	66.38
Rice	SRR1761787	66.36
Rice	SRR2931499	66.35
Rice	SRR3090734	66.35
Rice	SRR3090739	66.35
Rice	SRR2931128	66.34
Rice	SRR17972640	66.31
Rice	ERR6683683	66.26
Rice	SRR11263121	66.24
Rice	SRR11176513	66.24
Rice	SRR2931501	66.21
Rice	SRR14728706	66.18
Rice	SRR1982257	66.16
Rice	SRR2931255	66.14
Rice	SRR11262951	66.11
Rice	SRR7054177	66.10
Rice	SRR1761792	66.09
Rice	SRR11263228	66.08
Rice	SRR11262949	66.08
Rice	SRR14728762	66.06
Rice	SRR2931248	66.06
Rice	SRR7054176	66.06
Rice	ERR6683686	66.05
Rice	SRR1982265	66.05
Rice	SRR3090736	66.01
Rice	SRR1298437	66.00
Rice	SRR11176511	65.92
Rice	SRR11262950	65.92
Rice	SRR2931508	65.90
Rice	SRR11263225	65.85
Rice	SRR3090741	65.85
Rice	SRR14728744	65.78
Rice	SRR8062396	65.78
Rice	SRR3090733	65.76
Rice	SRR3209775	65.73
Rice	SRR9129783	65.72
Rice	SRR2931273	65.67
Rice	SRR3209780	65.64
Rice	SRR1298441	65.63
Rice	SRR11263083	65.62
Rice	SRR14728720	65.59
Rice	SRR11263213	65.55
Rice	SRR2931496	65.55
Rice	SRR11262966	65.52
Rice	SRR11263236	65.52
Rice	SRR3209772	65.51
Rice	SRR2931266	65.50
Rice	SRR3209776	65.50
Rice	SRR11263126	65.49
Rice	SRR2931274	65.48
Rice	SRR1761785	65.48
Rice	SRR2931493	65.46
Rice	SRR3090740	65.46
Rice	SRR11263214	65.45
Rice	SRR11176813	65.45
Rice	SRR2857725	65.45
Rice	SRR2857726	65.44
Rice	SRR2931153	65.44
Rice	SRR11262967	65.43
Rice	SRR2931488	65.41
Rice	SRR1298445	65.40
Rice	SRR2931154	65.40
Rice	SRR11263131	65.39
Rice	SRR11176510	65.39
Rice	SRR22854104	65.39
Rice	SRR3051774	65.39
Rice	SRR11262955	65.38
Rice	SRR1298428	65.37
Rice	SRR1982255	65.36
Rice	SRR14728731	65.35
Rice	SRR1982253	65.34
Rice	SRR11176817	65.33
Rice	SRR2931509	65.32
Rice	SRR3051759	65.29
Rice	SRR3051760	65.29
Rice	SRR3051761	65.29
Rice	SRR3051762	65.29
Rice	SRR11176503	65.28
Rice	SRR2931492	65.28
Rice	SRR2931144	65.24
Rice	SRR14728742	65.23
Rice	SRR3090742	65.23
Rice	SRR9130023	65.22
Rice	SRR3090743	65.21
Rice	SRR8062398	65.21
Rice	SRR9129801	65.19
Rice	SRR1298436	65.18
Rice	SRR11262968	65.17
Rice	SRR11263045	65.17
Rice	SRR2931268	65.17
Rice	SRR3051775	65.15
Rice	SRR14998547	65.14
Rice	SRR2931480	65.14
Rice	SRR2931242	65.12
Rice	SRR2931136	65.10
Rice	SRR2931372	65.09
Rice	SRR3209771	65.08
Rice	SRR11263018	65.06
Rice	SRR11263240	65.06
Rice	DRR006689	65.04
Rice	SRR11176816	65.04
Rice	SRR1298438	65.02
Rice	SRR2931247	65.01
Rice	SRR14728763	64.99
Rice	SRR17972630	64.99
Rice	SRR1951784	64.95
Rice	SRR3090744	64.95
Rice	SRR11263241	64.94
Rice	SRR3090738	64.93
Rice	SRR11263094	64.90
Rice	SRR11263226	64.89
Rice	SRR11176508	64.89
Rice	SRR3051772	64.89
Rice	SRR1298439	64.87
Rice	SRR1761529	64.86
Rice	SRR1761781	64.86
Rice	SRR1761789	64.86
Rice	SRR1951783	64.84
Rice	SRR2931124	64.79
Rice	SRR11263133	64.78
Rice	SRR11263197	64.78
Rice	SRR11263029	64.76
Rice	SRR2931245	64.73
Rice	SRR11176809	64.68
Rice	SRR11176811	64.66
Rice	SRR1298433	64.64
Rice	SRR11262962	64.61
Rice	SRR11263224	64.60
Rice	SRR11263223	64.59
Rice	SRR8062400	64.59
Rice	SRR11263129	64.57
Rice	SRR11263124	64.55
Rice	SRR11263242	64.55
Rice	SRR11263239	64.53
Rice	SRR11262948	64.52
Rice	SRR11263233	64.51
Rice	SRR1298434	64.51
Rice	SRR2931257	64.51
Rice	SRR2931270	64.51
Rice	SRR3051739	64.51
Rice	SRR14728707	64.50
Rice	SRR14933518	64.49
Rice	SRR11263238	64.48
Rice	SRR3051771	64.48
Rice	SRR17972639	64.47
Rice	SRR11262965	64.41
Rice	SRR14998545	64.41
Rice	SRR3051751	64.40
Rice	SRR22854105	64.39
Rice	SRR14933519	64.38
Rice	SRR14728756	64.37
Rice	SRR11263227	64.36
Rice	SRR11176515	64.36
Rice	SRR2931258	64.36
Rice	SRR2931481	64.36
Rice	SRR11263125	64.35
Rice	SRR2931158	64.35
Rice	SRR9129781	64.35
Rice	SRR12339147	64.34
Rice	SRR12873471	64.34
Rice	SRR11262947	64.33
Rice	SRR11263151	64.32
Rice	SRR3090737	64.32
Rice	SRR14933517	64.28
Rice	SRR12058240	64.25
Rice	SRR14728746	64.25
Rice	SRR2931364	64.25
Rice	SRR11263122	64.24
Rice	SRR11263134	64.24
Rice	SRR14728754	64.23
Rice	SRR11263007	64.21
Rice	DRR006711	64.21
Rice	SRR1761528	64.20
Rice	SRR1761780	64.20
Rice	SRR1761788	64.20
Rice	SRR17972631	64.17
Rice	SRR2931500	64.16
Rice	SRR2857722	64.15
Rice	SRR11262969	64.14
Rice	SRR11262909	64.11
Rice	SRR3051765	64.11
Rice	SRR11263105	64.10
Rice	SRR11263132	64.10
Rice	SRR11263218	64.10
Rice	SRR11263222	64.10
Rice	SRR11262957	64.09
Rice	SRR11263231	64.08
Rice	SRR17972638	64.08
Rice	SRR2931386	64.06
Rice	SRR1298443	64.05
Rice	SRR11263210	64.04
Rice	SRR7054183	64.04
Rice	SRR14322731	64.02
Rice	SRR11263135	64.00
Rice	SRR11263127	63.99
Rice	SRR11262959	63.98
Rice	SRR3051748	63.98
Rice	SRR7054182	63.98
Rice	SRR3209778	63.97
Rice	SRR2931370	63.94
Rice	SRR2931511	63.93
Rice	SRR11262958	63.92
Rice	SRR3051749	63.92
Rice	SRR11263217	63.91
Rice	SRR12058238	63.91
Rice	SRR11262972	63.90
Rice	SRR11263237	63.90
Rice	SRR3051750	63.90
Rice	SRR11262981	63.89
Rice	SRR14728750	63.88
Rice	SRR14728755	63.88
Rice	SRR11263128	63.86
Rice	SRR2931149	63.86
Rice	SRR11263230	63.84
Rice	SRR11263052	63.83
Rice	SRR11262946	63.82
Rice	SRR2931381	63.82
Rice	SRR2931254	63.80
Rice	SRR11263136	63.76
Rice	SRR14728765	63.75
Rice	SRR2931388	63.74
Rice	SRR2931495	63.74
Rice	SRR11176818	63.72
Rice	SRR3051773	63.72
Rice	SRR9129788	63.72
Rice	SRR11262931	63.69
Rice	SRR11263212	63.68
Rice	SRR2931142	63.68
Rice	SRR9129893	63.68
Rice	SRR11262943	63.66
Rice	SRR17972641	63.65
Rice	SRR2931249	63.65
Rice	SRR12058237	63.64
Rice	SRR14728748	63.64
Rice	SRR9130019	63.62
Rice	SRR11263208	63.58
Rice	SRR9129832	63.58
Rice	SRR11262945	63.57
Rice	SRR2931150	63.56
Rice	SRR9129923	63.55
Rice	SRR2931392	63.54
Rice	SRR12339146	63.49
Rice	SRR12873462	63.49
Rice	SRR11262961	63.48
Rice	SRR9129786	63.45
Rice	SRR11262970	63.44
Rice	SRR14728708	63.43
Rice	ERR6683510	63.42
Rice	SRR1761793	63.41
Rice	SRR11262963	63.41
Rice	SRR2931506	63.41
Rice	ERR6683639	63.39
Rice	SRR9129785	63.39
Rice	SRR1298435	63.38
Rice	SRR2931507	63.37
Rice	SRR11262920	63.34
Rice	SRR1982263	63.33
Rice	SRR2931243	63.33
Rice	SRR2931373	63.33
Rice	SRR11262992	63.31
Rice	ERR6683640	63.29
Rice	ERR6683659	63.29
Rice	SRR9129926	63.28
Rice	SRR17972637	63.26
Rice	SRR9129782	63.26
Rice	SRR11263220	63.25
Rice	SRR17972632	63.23
Rice	SRR5526305	63.22
Rice	SRR9129815	63.21
Rice	SRR11263139	63.19
Rice	SRR15962816	63.19
Rice	SRR9129877	63.19
Rice	SRR11263041	63.16
Rice	SRR11176507	63.13
Rice	SRR2857724	63.12
Rice	SRR11262944	63.11
Rice	SRR2931482	63.11
Rice	DRR006578	63.09
Rice	SRR5526313	63.09
Rice	SRR11263123	63.05
Rice	DRR006712	63.05
Rice	ERR6683511	63.04
Rice	SRR11262942	63.04
Rice	SRR3051738	63.04
Rice	SRR12339153	63.03
Rice	SRR12873469	63.03
Rice	SRR12339152	63.02
Rice	SRR12873464	63.02
Rice	SRR11262964	63.01
Rice	SRR11263209	63.01
Rice	SRR11263216	63.01
Rice	SRR2931485	63.01
Rice	ERR6683509	62.99
Rice	SRR2931267	62.99
Rice	SRR3051763	62.99
Rice	SRR11263196	62.96
Rice	SRR11263234	62.94
Rice	SRR3051753	62.94
Rice	SRR9129878	62.94
Rice	SRR2931127	62.91
Rice	SRR11263221	62.89
Rice	SRR12058242	62.89
Rice	SRR2931152	62.88
Rice	DRR006710	62.87
Rice	SRR11263137	62.87
Rice	SRR3051758	62.87
Rice	SRR11263173	62.86
Rice	SRR11263185	62.85
Rice	SRR11176812	62.85
Rice	SRR11176810	62.84
Rice	SRR2931140	62.84
Rice	SRR11176820	62.81
Rice	SRR3051764	62.81
Rice	SRR11263232	62.80
Rice	SRR3051741	62.80
Rice	SRR3051754	62.80
Rice	SRR2931253	62.79
Rice	SRR12339155	62.78
Rice	SRR12873467	62.78
Rice	SRR11263235	62.75
Rice	SRR2931504	62.75
Rice	SRR3051752	62.75
Rice	SRR11263229	62.74
Rice	SRR15962817	62.71
Rice	SRR3051740	62.70
Rice	SRR3051757	62.69
Rice	SRR14322732	62.69
Rice	SRR11263118	62.68
Rice	SRR11176516	62.66
Rice	SRR11176808	62.66
Rice	SRR3051755	62.66
Rice	SRR11263003	62.65
Rice	SRR12339148	62.65
Rice	SRR12873470	62.65
Rice	SRR14728751	62.65
Rice	SRR2931156	62.63
Rice	DRR006691	62.60
Rice	SRR11263219	62.60
Rice	SRR2931263	62.59
Rice	SRR9129871	62.58
Rice	SRR11176517	62.56
Rice	SRR12058239	62.56
Rice	SRR9129874	62.56
Rice	SRR12058236	62.55
Rice	SRR15962819	62.53
Rice	SRR5526315	62.53
Rice	SRR11263120	62.50
Rice	SRR12339149	62.50
Rice	SRR12873461	62.50
Rice	SRR14728747	62.50
Rice	SRR2931259	62.50
Rice	SRR12339150	62.49
Rice	SRR12873466	62.49
Rice	SRR14728753	62.49
Rice	SRR14728758	62.49
Rice	SRR2931251	62.49
Rice	SRR11176814	62.46
Rice	SRR22854107	62.44
Rice	SRR12339156	62.43
Rice	SRR12873472	62.43
Rice	SRR11263215	62.40
Rice	SRR2857720	62.36
Rice	SRR1298442	62.35
Rice	SRR2931365	62.35
Rice	SRR12058244	62.32
Rice	SRR2931138	62.32
Rice	DRR006577	62.31
Rice	SRR12058235	62.29
Rice	SRR9129982	62.29
Rice	SRR14998546	62.28
Rice	SRR11263130	62.27
Rice	SRR2931489	62.27
Rice	SRR14728743	62.26
Rice	SRR2931503	62.24
Rice	SRR11262952	62.22
Rice	SRR3051770	62.22
Rice	SRR5526309	62.21
Rice	SRR11263211	62.20
Rice	SRR9129814	62.16
Rice	SRR9129875	62.15
Rice	SRR14728752	62.14
Rice	SRR9129879	62.13
Rice	SRR9130024	62.11
Rice	SRR15962818	62.10
Rice	SRR11263046	62.09
Rice	SRR5526311	62.04
Rice	SRR15962820	62.03
Rice	SRR2931264	62.02
Rice	SRR11263116	61.96
Rice	SRR3051756	61.96
Rice	SRR15962821	61.89
Rice	SRR2931130	61.89
Rice	SRR11262960	61.84
Rice	SRR2931139	61.81
Rice	SRR7054181	61.80
Rice	SRR2931368	61.78
Rice	SRR7054180	61.77
Rice	SRR11263063	61.76
Rice	SRR3051745	61.76
Rice	SRR14728709	61.74
Rice	SRR11263138	61.67
Rice	SRR9129925	61.66
Rice	SRR3466964	61.61
Rice	SRR3466965	61.59
Rice	SRR2857721	61.57
Rice	SRR17972642	61.54
Rice	SRR12058246	61.53
Rice	SRR17972636	61.52
Rice	SRR2931133	61.51
Rice	SRR3051769	61.51
Rice	SRR5526307	61.50
Rice	SRR9129848	61.47
Rice	SRR2931246	61.46
Rice	SRR2931369	61.45
Rice	SRR3466958	61.43
Rice	SRR11263115	61.42
Rice	SRR3466959	61.42
Rice	SRR20140166	61.41
Rice	SRR11262953	61.38
Rice	SRR14728749	61.37
Rice	SRR12339145	61.34
Rice	SRR12873463	61.34
Rice	SRR2931265	61.34
Rice	SRR11262971	61.33
Rice	ERR6683693	61.32
Rice	SRR11262954	61.28
Rice	SRR2931125	61.28
Rice	SRR2931126	61.25
Rice	SRR3510025	61.22
Rice	SRR9129804	61.21
Rice	SRR17972634	61.20
Rice	ERR6683795	61.20
Rice	ERR6683694	61.13
Rice	SRR9129816	61.12
Rice	SRR9130025	61.08
Rice	SRR3051767	60.99
Rice	SRR14728759	60.98
Rice	SRR20140170	60.98
Rice	SRR2931391	60.96
Rice	SRR11263075	60.95
Rice	SRR3051744	60.95
Rice	SRR2931366	60.93
Rice	SRR11176509	60.91
Rice	SRR2931134	60.88
Rice	SRR11263043	60.87
Rice	SRR3051768	60.87
Rice	SRR14728764	60.85
Rice	SRR9129846	60.85
Rice	SRR5526304	60.83
Rice	SRR9129824	60.80
Rice	SRR2931491	60.79
Rice	SRR2931123	60.73
Rice	SRR2931146	60.67
Rice	SRR12058243	60.64
Rice	SRR12764704	60.61
Rice	SRR14728760	60.61
Rice	DRR006690	60.56
Rice	SRR9129896	60.40
Rice	SRR5526310	60.39
Rice	SRR11263108	60.37
Rice	SRR12764702	60.37
Rice	SRR3051766	60.37
Rice	SRR2931502	60.34
Rice	SRR9129894	60.31
Rice	SRR14728761	60.25
Rice	SRR2857719	60.23
Rice	SRR11263119	60.22
Rice	SRR11263044	60.21
Rice	SRR2931379	60.21
Rice	SRR2931384	60.18
Rice	SRR11263117	60.14
Rice	SRR14728745	60.08
Rice	SRR2931510	60.06
Rice	SRR5526312	60.06
Rice	SRR12339154	59.97
Rice	SRR12873468	59.97
Rice	SRR2931374	59.97
Rice	SRR11263150	59.95
Rice	SRR1298444	59.95
Rice	SRR3051743	59.95
Rice	SRR5526308	59.93
Rice	SRR14728757	59.90
Rice	SRR14322730	59.88
Rice	SRR2931135	59.85
Rice	SRR5526314	59.85
Rice	SRR20140169	59.83
Rice	SRR9129828	59.81
Rice	SRR9130000	59.80
Rice	SRR10045071	59.76
Rice	SRR2931131	59.76
Rice	SRR9129944	59.72
Rice	SRR2931494	59.70
Rice	SRR2931262	59.68
Rice	SRR3051776	59.58
Rice	SRR3510027	59.52
Rice	ERR6683416	59.50
Rice	ERR6683418	59.44
Rice	SRR9129983	59.43
Rice	SRR3510026	59.41
Rice	SRR20140165	59.41
Rice	SRR5526306	59.34
Rice	SRR10045073	59.33
Rice	SRR2931252	59.30
Rice	SRR9129922	59.27
Rice	SRR12058245	59.22
Rice	SRR9129996	59.20
Rice	SRR2931385	59.17
Rice	SRR10045075	59.16
Rice	SRR12764712	59.11
Rice	SRR3466960	59.11
Rice	SRR12764701	59.08
Rice	SRR22854100	59.07
Rice	SRR3466961	59.06
Rice	SRR12764687	59.04
Rice	SRR10045072	59.03
Rice	SRR12764696	59.00
Rice	SRR11263042	58.91
Rice	SRR9129841	58.91
Rice	SRR12764713	58.90
Rice	SRR2931378	58.88
Rice	SRR10045074	58.83
Rice	SRR9129787	58.83
Rice	SRR12764711	58.82
Rice	SRR9130002	58.74
Rice	ERR6684047	58.72
Rice	SRR12764714	58.67
Rice	ERR6684044	58.66
Rice	SRR14322728	58.61
Rice	ERR6683688	58.59
Rice	SRR11176819	58.59
Rice	SRR2931490	58.48
Rice	SRR12764716	58.46
Rice	SRR2931271	58.39
Rice	SRR11263047	58.38
Rice	SRR9129914	58.32
Rice	SRR9129995	58.30
Rice	SRR12764715	58.29
Rice	SRR2931390	58.29
Rice	SRR12764697	58.27
Rice	SRR2931383	58.27
Rice	SRR12764700	58.24
Rice	SRR2857723	58.23
Rice	SRR9129994	58.21
Rice	SRR9129817	58.20
Rice	SRR12073956	58.17
Rice	SRR9129876	58.13
Rice	ERR6683246	58.09
Rice	SRR9129999	58.07
Rice	SRR2931380	58.06
Rice	SRR9129980	58.02
Rice	SRR9129819	57.91
Rice	SRR12764689	57.90
Rice	SRR9129799	57.87
Rice	SRR12764688	57.83
Rice	SRR12058247	57.77
Rice	SRR3510023	57.76
Rice	SRR9129813	57.69
Rice	SRR3510024	57.67
Rice	SRR9129866	57.67
Rice	SRR12073955	57.64
Rice	SRR9129847	57.44
Rice	SRR12764690	57.37
Rice	SRR2931486	57.37
Rice	SRR11262956	57.32
Rice	SRR9129827	57.21
Rice	DRR006748	57.15
Rice	SRR9129900	57.09
Rice	SRR8240820	57.06
Rice	SRR9129818	56.96
Rice	SRR9129843	56.96
Rice	SRR9129930	56.94
Rice	SRR12764703	56.87
Rice	SRR12764705	56.85
Rice	SRR14322733	56.75
Rice	SRR12764694	56.73
Rice	SRR12764695	56.69
Rice	SRR9129998	56.67
Rice	SRR21118385	56.62
Rice	SRR12764710	56.59
Rice	SRR12764709	56.52
Rice	SRR7516799	56.42
Rice	ERR6683679	56.37
Rice	SRR22854106	56.33
Rice	SRR8240826	56.32
Rice	ERR6683682	56.24
Rice	SRR12073954	56.22
Rice	SRR7516795	56.14
Rice	SRR12764708	56.12
Rice	SRR9129911	56.09
Rice	SRR10982696	56.06
Rice	SRR2931376	55.97
Rice	SRR12764698	55.92
Rice	SRR7516797	55.92
Rice	SRR8746735	55.91
Rice	SRR4098183	55.90
Rice	SRR8746728	55.76
Rice	SRR8746734	55.75
Rice	SRR7516796	55.74
Rice	SRR3051746	55.68
Rice	SRR7516794	55.68
Rice	SRR14322729	55.66
Rice	SRR9129820	55.64
Rice	SRR7516798	55.45
Rice	SRR8746729	55.35
